crime,cod_ibge,municipio,taxa_por_1000,moran_local_Ii,p_valor,cluster,litoranea_turistica
Lesão corporal (art. 129),3529104,Marinópolis,3.763,0.0745,0.784,Não significativo,0
Lesão corporal (art. 129),3529203,Martinópolis,5.104,0.1484,0.316,Não significativo,0
Lesão corporal (art. 129),3529302,Matão,2.48,-0.1698,0.69,Não significativo,0
Lesão corporal (art. 129),3529401,Mauá,2.953,0.7476,0.12,Não significativo,0
Lesão corporal (art. 129),3529500,Mendonça,7.469,2.4952,0.024,Alto-Alto,0
Lesão corporal (art. 129),3529609,Meridiano,3.937,-0.0924,0.436,Não significativo,0
Lesão corporal (art. 129),3529658,Mesópolis,4.098,-0.1444,0.18,Não significativo,0
Lesão corporal (art. 129),3529708,Miguelópolis,2.983,-0.2683,0.514,Não significativo,0
Lesão corporal (art. 129),3529807,Mineiros do Tietê,3.206,0.0867,0.866,Não significativo,0
Lesão corporal (art. 129),3529906,Miracatu,4.528,0.0545,0.282,Não significativo,0
Lesão corporal (art. 129),3530003,Mira Estrela,3.519,-0.4033,0.24,Não significativo,0
Lesão corporal (art. 129),3530102,Mirandópolis,3.323,0.2699,0.328,Não significativo,0
Lesão corporal (art. 129),3530201,Mirante do Paranapanema,4.084,-0.1341,0.12,Não significativo,0
Lesão corporal (art. 129),3530300,Mirassol,3.221,-0.1725,0.51,Não significativo,0
Lesão corporal (art. 129),3530409,Mirassolândia,4.926,-0.0074,0.942,Não significativo,0
Lesão corporal (art. 129),3530508,Mococa,5.275,-0.1296,0.688,Não significativo,0
Lesão corporal (art. 129),3530607,Mogi das Cruzes,4.044,0.0049,0.972,Não significativo,0
Lesão corporal (art. 129),3530706,Mogi Guaçu,3.963,0.0175,0.942,Não significativo,0
Lesão corporal (art. 129),3530805,Mogi Mirim,3.706,0.2289,0.18,Não significativo,0
Lesão corporal (art. 129),3530904,Mombuca,6.179,-0.475,0.418,Não significativo,0
Lesão corporal (art. 129),3531001,Monções,4.646,0.0743,0.366,Não significativo,0
Lesão corporal (art. 129),3531100,Mongaguá,5.843,-0.0218,0.972,Não significativo,1
Lesão corporal (art. 129),3531209,Monte Alegre do Sul,2.666,0.202,0.698,Não significativo,0
Lesão corporal (art. 129),3531308,Monte Alto,2.817,0.4248,0.194,Não significativo,0
Lesão corporal (art. 129),3531407,Monte Aprazível,4.309,-0.0084,0.414,Não significativo,0
Lesão corporal (art. 129),3531506,Monte Azul Paulista,4.242,0.0076,0.89,Não significativo,0
Lesão corporal (art. 129),3531605,Monte Castelo,4.027,0.0192,0.878,Não significativo,0
Lesão corporal (art. 129),3531704,Monteiro Lobato,2.175,1.0366,0.044,Baixo-Baixo,0
Lesão corporal (art. 129),3531803,Monte Mor,3.495,0.3263,0.104,Não significativo,0
Lesão corporal (art. 129),3531902,Morro Agudo,4.475,-0.0116,0.652,Não significativo,0
Lesão corporal (art. 129),3532009,Morungaba,3.061,0.2103,0.596,Não significativo,0
Lesão corporal (art. 129),3532058,Motuca,1.735,1.0344,0.2,Não significativo,0
Lesão corporal (art. 129),3532108,Murutinga do Sul,4.282,-0.0059,0.776,Não significativo,0
Lesão corporal (art. 129),3532157,Nantes,7.143,0.7771,0.336,Não significativo,0
Lesão corporal (art. 129),3532207,Narandiba,8.052,2.2622,0.15,Não significativo,0
Lesão corporal (art. 129),3532306,Natividade da Serra,3.286,-0.1636,0.544,Não significativo,0
Lesão corporal (art. 129),3532405,Nazaré Paulista,2.58,0.3386,0.466,Não significativo,0
Lesão corporal (art. 129),3532504,Neves Paulista,5.568,0.0562,0.79,Não significativo,0
Lesão corporal (art. 129),3532603,Nhandeara,4.568,0.0554,0.308,Não significativo,0
Lesão corporal (art. 129),3532702,Nipoã,6.526,0.8149,0.226,Não significativo,0
Lesão corporal (art. 129),3532801,Nova Aliança,6.126,0.1596,0.706,Não significativo,0
Lesão corporal (art. 129),3532827,Nova Campina,2.707,0.0159,0.986,Não significativo,0
Lesão corporal (art. 129),3532843,Nova Canaã Paulista,4.429,0.0216,0.366,Não significativo,0
Lesão corporal (art. 129),3532868,Nova Castilho,1.883,0.1818,0.886,Não significativo,0
Lesão corporal (art. 129),3532900,Nova Europa,5.907,0.0755,0.832,Não significativo,0
Lesão corporal (art. 129),3533007,Nova Granada,4.583,0.0228,0.598,Não significativo,0
Lesão corporal (art. 129),3533106,Nova Guataporanga,3.247,0.4057,0.194,Não significativo,0
Lesão corporal (art. 129),3533205,Nova Independência,7.16,-0.4007,0.636,Não significativo,0
Lesão corporal (art. 129),3533254,Novais,4.533,-6e-4,0.882,Não significativo,0
Lesão corporal (art. 129),3533304,Nova Luzitânia,4.935,0.1749,0.254,Não significativo,0
Lesão corporal (art. 129),3533403,Nova Odessa,2.886,0.6709,0.122,Não significativo,0
Lesão corporal (art. 129),3533502,Novo Horizonte,4.227,-0.0359,0.192,Não significativo,0
Lesão corporal (art. 129),3533601,Nuporanga,3.247,0.1704,0.622,Não significativo,0
Lesão corporal (art. 129),3533700,Ocauçu,2.54,0.2497,0.724,Não significativo,0
Lesão corporal (art. 129),3533809,Óleo,0.398,-0.895,0.428,Não significativo,0
Lesão corporal (art. 129),3533908,Olímpia,4.321,-0.0054,0.476,Não significativo,0
Lesão corporal (art. 129),3534005,Onda Verde,5.659,0.1847,0.618,Não significativo,0
Lesão corporal (art. 129),3534104,Oriente,3.78,0.2421,0.186,Não significativo,0
Lesão corporal (art. 129),3534203,Orindiúva,1.826,-0.4387,0.532,Não significativo,0
Lesão corporal (art. 129),3534302,Orlândia,3.445,0.1353,0.686,Não significativo,0
Lesão corporal (art. 129),3534401,Osasco,3.069,0.4362,0.292,Não significativo,0
Lesão corporal (art. 129),3534500,Oscar Bressane,3.239,0.3229,0.38,Não significativo,0
Lesão corporal (art. 129),3534609,Osvaldo Cruz,3.358,0.3265,0.176,Não significativo,0
Lesão corporal (art. 129),3534708,Ourinhos,4.588,0.0766,0.278,Não significativo,0
Lesão corporal (art. 129),3534757,Ouroeste,6.606,1.3013,0.112,Não significativo,0
Lesão corporal (art. 129),3534807,Ouro Verde,5.785,0.396,0.36,Não significativo,0
Lesão corporal (art. 129),3534906,Pacaembu,3.361,-0.0617,0.762,Não significativo,0
Lesão corporal (art. 129),3535002,Palestina,3.834,-0.0333,0.722,Não significativo,0
Lesão corporal (art. 129),3535101,Palmares Paulista,5.907,-0.1842,0.706,Não significativo,0
Lesão corporal (art. 129),3535200,Palmeira d'Oeste,2.92,-0.566,0.086,Não significativo,0
Lesão corporal (art. 129),3535309,Palmital,3.266,-0.2325,0.488,Não significativo,0
Lesão corporal (art. 129),3535408,Panorama,5.68,0.0922,0.728,Não significativo,0
Lesão corporal (art. 129),3535507,Paraguaçu Paulista,5.034,0.1688,0.368,Não significativo,0
Lesão corporal (art. 129),3535606,Paraibuna,4.075,0.0101,0.934,Não significativo,0
Lesão corporal (art. 129),3535705,Paraíso,2.459,-0.3414,0.486,Não significativo,0
Lesão corporal (art. 129),3535804,Paranapanema,4.95,-0.0471,0.862,Não significativo,0
Lesão corporal (art. 129),3535903,Paranapuã,5.954,0.4758,0.282,Não significativo,0
Lesão corporal (art. 129),3536000,Parapuã,4.064,0.0236,0.788,Não significativo,0
Lesão corporal (art. 129),3536109,Pardinho,3.215,-0.0223,0.886,Não significativo,0
Lesão corporal (art. 129),3536208,Pariquera-Açu,4.731,0.09,0.444,Não significativo,0
Lesão corporal (art. 129),3536257,Parisi,7.953,1.5068,0.148,Não significativo,0
Lesão corporal (art. 129),3536307,Patrocínio Paulista,5.237,-0.4102,0.16,Não significativo,0
Lesão corporal (art. 129),3536406,Paulicéia,4.274,0.0167,0.512,Não significativo,0
Lesão corporal (art. 129),3536505,Paulínia,4.324,0.0162,0.04,Baixo-Baixo,0
Lesão corporal (art. 129),3536570,Paulistânia,6.22,-0.3949,0.556,Não significativo,0
Lesão corporal (art. 129),3536604,Paulo de Faria,4.865,-0.2635,0.15,Não significativo,0
Lesão corporal (art. 129),3536703,Pederneiras,4.774,0.1507,0.128,Não significativo,0
Lesão corporal (art. 129),3536802,Pedra Bela,2.44,0.8496,0.138,Não significativo,0
Lesão corporal (art. 129),3536901,Pedranópolis,5.023,0.3092,0.124,Não significativo,0
Lesão corporal (art. 129),3537008,Pedregulho,4.831,0.1905,0.194,Não significativo,0
Lesão corporal (art. 129),3537107,Pedreira,3.503,0.3292,0.248,Não significativo,0
Lesão corporal (art. 129),3537156,Pedrinhas Paulista,1.783,-0.956,0.322,Não significativo,0
Lesão corporal (art. 129),3537206,Pedro de Toledo,3.9,-0.1957,0.122,Não significativo,0
Lesão corporal (art. 129),3537305,Penápolis,4.621,-0.1422,0.012,Alto-Baixo,0
Lesão corporal (art. 129),3537404,Pereira Barreto,3.694,0.2173,0.11,Não significativo,0
Lesão corporal (art. 129),3537503,Pereiras,4.349,0.0031,0.028,Baixo-Baixo,0
Lesão corporal (art. 129),3537602,Peruíbe,6.818,0.5136,0.47,Não significativo,1
Lesão corporal (art. 129),3537701,Piacatu,2.899,0.6012,0.072,Não significativo,0
Lesão corporal (art. 129),3537800,Piedade,2.832,0.5058,0.238,Não significativo,0
Lesão corporal (art. 129),3537909,Pilar do Sul,2.498,0.5612,0.254,Não significativo,0
Lesão corporal (art. 129),3538006,Pindamonhangaba,3.554,0.2768,0.12,Não significativo,0
Lesão corporal (art. 129),3538105,Pindorama,5.02,0.1318,0.488,Não significativo,0
Lesão corporal (art. 129),3538204,Pinhalzinho,3.613,0.2866,0.178,Não significativo,0
Lesão corporal (art. 129),3538303,Piquerobi,6.434,-0.5373,0.434,Não significativo,0
Lesão corporal (art. 129),3538501,Piquete,3.283,0.3914,0.262,Não significativo,0
Lesão corporal (art. 129),3538600,Piracaia,4.034,0.1214,0.104,Não significativo,0
Lesão corporal (art. 129),3538709,Piracicaba,3.73,0.1272,0.272,Não significativo,0
Lesão corporal (art. 129),3538808,Piraju,5.028,0.0095,0.868,Não significativo,0
Lesão corporal (art. 129),3538907,Pirajuí,4.28,-0.0603,0.004,Baixo-Alto,0
Lesão corporal (art. 129),3539004,Pirangi,4.042,0.0588,0.472,Não significativo,0
Lesão corporal (art. 129),3539103,Pirapora do Bom Jesus,4.682,-0.1019,0.308,Não significativo,0
Lesão corporal (art. 129),3539202,Pirapozinho,5.168,0.7257,0.006,Alto-Alto,0
Lesão corporal (art. 129),3539301,Pirassununga,5.14,-0.0947,0.63,Não significativo,0
Lesão corporal (art. 129),3539400,Piratininga,4.964,0.1679,0.336,Não significativo,0
Lesão corporal (art. 129),3539509,Pitangueiras,3.148,0.2806,0.426,Não significativo,0
Lesão corporal (art. 129),3539608,Planalto,5.24,0.077,0.71,Não significativo,0
Lesão corporal (art. 129),3539707,Platina,4.298,0.0087,0.57,Não significativo,0
Lesão corporal (art. 129),3539806,Poá,3.701,0.2664,0.194,Não significativo,0
Lesão corporal (art. 129),3539905,Poloni,3.755,0.0125,0.916,Não significativo,0
Lesão corporal (art. 129),3540002,Pompéia,2.228,-0.3448,0.5,Não significativo,0
Lesão corporal (art. 129),3540101,Pongaí,3.535,-0.3318,0.202,Não significativo,0
Lesão corporal (art. 129),3540200,Pontal,2.526,0.681,0.166,Não significativo,0
Lesão corporal (art. 129),3540259,Pontalinda,9.692,2.3,0.1,Não significativo,0
Lesão corporal (art. 129),3540309,Pontes Gestal,5.865,0.3146,0.528,Não significativo,0
Lesão corporal (art. 129),3540408,Populina,6.058,0.7991,0.154,Não significativo,0
Lesão corporal (art. 129),3540507,Porangaba,2.583,0.7029,0.098,Não significativo,0
Lesão corporal (art. 129),3540606,Porto Feliz,3.115,0.4514,0.094,Não significativo,0
Lesão corporal (art. 129),3540705,Porto Ferreira,4.217,0.0647,0.15,Não significativo,0
Lesão corporal (art. 129),3540754,Potim,3.384,0.0309,0.998,Não significativo,0
Lesão corporal (art. 129),3540804,Potirendaba,4.866,0.2231,0.148,Não significativo,0
Lesão corporal (art. 129),3540853,Pracinha,2.327,-0.4276,0.526,Não significativo,0
Lesão corporal (art. 129),3540903,Pradópolis,3.338,0.2221,0.53,Não significativo,0
Lesão corporal (art. 129),3541000,Praia Grande,4.761,0.0444,0.692,Não significativo,1
Lesão corporal (art. 129),3541059,Pratânia,6.048,0.7322,0.194,Não significativo,0
Lesão corporal (art. 129),3541109,Presidente Alves,3.417,-0.758,0.04,Baixo-Alto,0
Lesão corporal (art. 129),3541208,Presidente Bernardes,4.417,0.0191,0.192,Não significativo,0
Lesão corporal (art. 129),3541307,Presidente Epitácio,3.797,-0.1461,0.402,Não significativo,0
Lesão corporal (art. 129),3541406,Presidente Prudente,5.304,0.6354,0.004,Alto-Alto,0
Lesão corporal (art. 129),3541505,Presidente Venceslau,4.403,0.0151,0.262,Não significativo,0
Lesão corporal (art. 129),3541604,Promissão,4.07,-0.1443,0.058,Não significativo,0
Lesão corporal (art. 129),3541653,Quadra,1.468,1.2713,0.12,Não significativo,0
Lesão corporal (art. 129),3541703,Quatá,4.482,0.0275,0.41,Não significativo,0
Lesão corporal (art. 129),3541802,Queiroz,9.188,-0.1949,0.974,Não significativo,0
Lesão corporal (art. 129),3541901,Queluz,5.459,0.0945,0.68,Não significativo,0
Lesão corporal (art. 129),3542008,Quintana,3.41,0.115,0.706,Não significativo,0
Lesão corporal (art. 129),3542107,Rafard,4.573,-0.0498,0.48,Não significativo,0
Lesão corporal (art. 129),3542206,Rancharia,6.401,0.28,0.546,Não significativo,0
Lesão corporal (art. 129),3542305,Redenção da Serra,3.783,0.1843,0.234,Não significativo,0
Lesão corporal (art. 129),3542404,Regente Feijó,7.198,1.5296,0.09,Não significativo,0
Lesão corporal (art. 129),3542503,Reginópolis,5.873,0.5512,0.196,Não significativo,0
Lesão corporal (art. 129),3542602,Registro,4.637,0.0935,0.26,Não significativo,0
Lesão corporal (art. 129),3542701,Restinga,7.495,-0.7237,0.59,Não significativo,0
Lesão corporal (art. 129),3542800,Ribeira,3.512,0.7529,0.002,Baixo-Baixo,0
Lesão corporal (art. 129),3542909,Ribeirão Bonito,4.004,0.0461,0.624,Não significativo,0
Lesão corporal (art. 129),3543006,Ribeirão Branco,4.295,0.0273,0.128,Não significativo,0
Lesão corporal (art. 129),3543105,Ribeirão Corrente,3.255,0.2028,0.536,Não significativo,0
Lesão corporal (art. 129),3543204,Ribeirão do Sul,2.352,-0.373,0.498,Não significativo,0
Lesão corporal (art. 129),3543238,Ribeirão dos Índios,2.469,-0.7119,0.164,Não significativo,0
Lesão corporal (art. 129),3543253,Ribeirão Grande,2.416,0.7603,0.23,Não significativo,0
Lesão corporal (art. 129),3543303,Ribeirão Pires,3.228,0.5369,0.118,Não significativo,0
Lesão corporal (art. 129),3543402,Ribeirão Preto,4.174,0.0595,0.158,Não significativo,0
Lesão corporal (art. 129),3543501,Riversul,4.108,-0.0482,0.556,Não significativo,0
Lesão corporal (art. 129),3543600,Rifaina,10.126,0.4298,0.754,Não significativo,0
Lesão corporal (art. 129),3543709,Rincão,2.748,0.4514,0.286,Não significativo,0
Lesão corporal (art. 129),3543808,Rinópolis,2.592,0.751,0.168,Não significativo,0
Lesão corporal (art. 129),3543907,Rio Claro,3.738,0.1696,0.304,Não significativo,0
Lesão corporal (art. 129),3544004,Rio das Pedras,4.437,-0.0305,0.196,Não significativo,0
Lesão corporal (art. 129),3544103,Rio Grande da Serra,3.917,0.2296,0.128,Não significativo,0
Lesão corporal (art. 129),3544202,Riolândia,4.074,-0.1251,0.2,Não significativo,0
Lesão corporal (art. 129),3544251,Rosana,4.989,0.6979,0.058,Não significativo,0
Lesão corporal (art. 129),3544301,Roseira,4.247,0.0053,0.926,Não significativo,0
Lesão corporal (art. 129),3544400,Rubiácea,5.185,-0.1598,0.568,Não significativo,0
Lesão corporal (art. 129),3544509,Rubinéia,7.566,1.091,0.244,Não significativo,0
Lesão corporal (art. 129),3544608,Sabino,7.238,1.3805,0.104,Não significativo,0
Lesão corporal (art. 129),3544707,Sagres,5.255,-0.2318,0.422,Não significativo,0
Lesão corporal (art. 129),3544806,Sales,6.214,1.7673,0.004,Alto-Alto,0
Lesão corporal (art. 129),3544905,Sales Oliveira,3.593,0.3591,0.064,Não significativo,0
Lesão corporal (art. 129),3545001,Salesópolis,4.67,0.1529,0.114,Não significativo,0
Lesão corporal (art. 129),3545100,Salmourão,3.744,-0.0361,0.816,Não significativo,0
Lesão corporal (art. 129),3545159,Saltinho,2.573,0.8009,0.22,Não significativo,0
Lesão corporal (art. 129),3545209,Salto,2.293,0.7589,0.336,Não significativo,0
Lesão corporal (art. 129),3545308,Salto de Pirapora,3.703,0.3552,0.02,Baixo-Baixo,0
Lesão corporal (art. 129),3545407,Salto Grande,4.088,-0.0807,0.352,Não significativo,0
Lesão corporal (art. 129),3545506,Sandovalina,8.779,0.9806,0.428,Não significativo,0
Lesão corporal (art. 129),3545605,Santa Adélia,4.78,0.0016,0.91,Não significativo,0
Lesão corporal (art. 129),3545704,Santa Albertina,4.693,-0.0189,0.884,Não significativo,0
Lesão corporal (art. 129),3545803,Santa Bárbara d'Oeste,2.743,0.5621,0.116,Não significativo,0
Lesão corporal (art. 129),3546009,Santa Branca,3.22,-0.0647,0.742,Não significativo,0
Lesão corporal (art. 129),3546108,Santa Clara d'Oeste,6.928,0.8126,0.364,Não significativo,0
Lesão corporal (art. 129),3546207,Santa Cruz da Conceição,6.547,-0.2632,0.792,Não significativo,0
Lesão corporal (art. 129),3546256,Santa Cruz da Esperança,3.781,0.0038,0.99,Não significativo,0
Lesão corporal (art. 129),3546306,Santa Cruz das Palmeiras,2.876,-0.1518,0.664,Não significativo,0
Lesão corporal (art. 129),3546405,Santa Cruz do Rio Pardo,4.22,0.0049,0.878,Não significativo,0
Lesão corporal (art. 129),3546504,Santa Ernestina,3.106,0.5419,0.228,Não significativo,0
Lesão corporal (art. 129),3546603,Santa Fé do Sul,4.972,0.3637,0.06,Não significativo,0
Lesão corporal (art. 129),3546702,Santa Gertrudes,3.515,0.0549,0.94,Não significativo,0
Lesão corporal (art. 129),3546801,Santa Isabel,3.761,0.0742,0.63,Não significativo,0
Lesão corporal (art. 129),3546900,Santa Lúcia,2.098,0.6532,0.464,Não significativo,0
Lesão corporal (art. 129),3547007,Santa Maria da Serra,5.913,0.2894,0.476,Não significativo,0
Lesão corporal (art. 129),3547106,Santa Mercedes,4.736,-0.0485,0.692,Não significativo,0
Lesão corporal (art. 129),3547205,Santana da Ponte Pensa,4.79,-0.041,0.832,Não significativo,0
Lesão corporal (art. 129),3547304,Santana de Parnaíba,3.394,0.1304,0.682,Não significativo,0
Lesão corporal (art. 129),3547403,Santa Rita d'Oeste,2.561,-0.7879,0.112,Não significativo,0
Lesão corporal (art. 129),3547502,Santa Rita do Passa Quatro,2.779,0.1677,0.74,Não significativo,0
Lesão corporal (art. 129),3547601,Santa Rosa de Viterbo,4.528,-0.0185,0.8,Não significativo,0
Lesão corporal (art. 129),3547650,Santa Salete,4.863,-0.068,0.704,Não significativo,0
Lesão corporal (art. 129),3547700,Santo Anastácio,3.953,0.0567,0.716,Não significativo,0
Lesão corporal (art. 129),3547809,Santo André,2.829,0.6464,0.04,Baixo-Baixo,0
Lesão corporal (art. 129),3547908,Santo Antônio da Alegria,6.052,-0.9061,0.136,Não significativo,0
Lesão corporal (art. 129),3548005,Santo Antônio de Posse,4.216,0.0683,0.06,Não significativo,0
Lesão corporal (art. 129),3548054,Santo Antônio do Aracanguá,4.416,0.0131,0.356,Não significativo,0
Lesão corporal (art. 129),3548104,Santo Antônio do Jardim,3.754,0.0781,0.838,Não significativo,0
Lesão corporal (art. 129),3548203,Santo Antônio do Pinhal,2.944,0.5448,0.24,Não significativo,0
Lesão corporal (art. 129),3548302,Santo Expedito,10.333,5.1774,0.046,Alto-Alto,0
Lesão corporal (art. 129),3548401,Santópolis do Aguapeí,5.642,-0.156,0.784,Não significativo,0
Lesão corporal (art. 129),3548500,Santos,3.617,0.0713,0.782,Não significativo,1
Lesão corporal (art. 129),3548609,São Bento do Sapucaí,2.484,-0.0489,0.878,Não significativo,0
Lesão corporal (art. 129),3548708,São Bernardo do Campo,2.915,0.6518,0.106,Não significativo,0
Lesão corporal (art. 129),3548807,São Caetano do Sul,2.801,0.8369,0.188,Não significativo,0
Lesão corporal (art. 129),3548906,São Carlos,3.064,0.3121,0.26,Não significativo,0
Lesão corporal (art. 129),3549003,São Francisco,4.612,0.0221,0.716,Não significativo,0
Lesão corporal (art. 129),3549102,São João da Boa Vista,4.43,-0.0025,0.972,Não significativo,0
Lesão corporal (art. 129),3549201,São João das Duas Pontes,4.651,0.3622,0.004,Alto-Alto,0
Lesão corporal (art. 129),3549250,São João de Iracema,7.584,0.5821,0.478,Não significativo,0
Lesão corporal (art. 129),3549300,São João do Pau d'Alho,0.892,0.3796,0.784,Não significativo,0
Lesão corporal (art. 129),3549409,São Joaquim da Barra,4.819,-0.0478,0.786,Não significativo,0
Lesão corporal (art. 129),3549508,São José da Bela Vista,5.114,-0.137,0.462,Não significativo,0
Lesão corporal (art. 129),3549607,São José do Barreiro,5.71,0.3736,0.394,Não significativo,0
Lesão corporal (art. 129),3549706,São José do Rio Pardo,3.601,0.0224,0.974,Não significativo,0
Lesão corporal (art. 129),3549805,São José do Rio Preto,4.598,0.0126,0.798,Não significativo,0
Lesão corporal (art. 129),3549904,São José dos Campos,3.313,0.3724,0.19,Não significativo,0
Lesão corporal (art. 129),3549953,São Lourenço da Serra,3.921,0.0361,0.87,Não significativo,0
Lesão corporal (art. 129),3550001,São Luiz do Paraitinga,3.192,0.21560000000000001,0.484,Não significativo,0
Lesão corporal (art. 129),3550100,São Manuel,6.463,-0.1935,0.762,Não significativo,0
Lesão corporal (art. 129),3550209,São Miguel Arcanjo,2.435,0.4464,0.432,Não significativo,0
Lesão corporal (art. 129),3550308,São Paulo,3.559,0.2765,0.01,Baixo-Baixo,0
Lesão corporal (art. 129),3550407,São Pedro,4.313,-0.002,0.79,Não significativo,0
Lesão corporal (art. 129),3550506,São Pedro do Turvo,6.512,-0.3731,0.486,Não significativo,0
Lesão corporal (art. 129),3550605,São Roque,3.762,0.1575,0.314,Não significativo,0
Lesão corporal (art. 129),3550704,São Sebastião,6.777,1.9466,0.06,Não significativo,1
Lesão corporal (art. 129),3550803,São Sebastião da Grama,4.214,0.0111,0.81,Não significativo,0
Lesão corporal (art. 129),3550902,São Simão,4.315,8e-4,0.994,Não significativo,0
Lesão corporal (art. 129),3551009,São Vicente,3.334,0.0771,0.814,Não significativo,1
Lesão corporal (art. 129),3551108,Sarapuí,4.34,0.0062,0.11,Não significativo,0
Lesão corporal (art. 129),3551207,Sarutaiá,5.13,0.1019,0.734,Não significativo,0
Lesão corporal (art. 129),3551306,Sebastianópolis do Sul,2.875,-0.2448,0.508,Não significativo,0
Lesão corporal (art. 129),3551405,Serra Azul,5.57,-0.3085,0.378,Não significativo,0
Lesão corporal (art. 129),3551504,Serrana,3.917,0.0547,0.722,Não significativo,0
Lesão corporal (art. 129),3551603,Serra Negra,4.115,0.0921,0.174,Não significativo,0
Lesão corporal (art. 129),3551702,Sertãozinho,3.342,0.5656,0.008,Baixo-Baixo,0
Lesão corporal (art. 129),3551801,Sete Barras,4.321,-0.0027,0.67,Não significativo,0
Lesão corporal (art. 129),3551900,Severínia,4.597,0.0242,0.634,Não significativo,0
Lesão corporal (art. 129),3552007,Silveiras,3.556,0.0905,0.696,Não significativo,0
Lesão corporal (art. 129),3552106,Socorro,2.941,0.4571,0.208,Não significativo,0
Lesão corporal (art. 129),3552205,Sorocaba,3.276,0.5031,0.034,Baixo-Baixo,0
Lesão corporal (art. 129),3552304,Sud Mennucci,3.943,-0.0559,0.576,Não significativo,0
Lesão corporal (art. 129),3552403,Sumaré,3.194,0.499,0.12,Não significativo,0
Lesão corporal (art. 129),3552502,Suzano,3.611,0.2971,0.08,Não significativo,0
Lesão corporal (art. 129),3552551,Suzanápolis,4.108,-0.0651,0.374,Não significativo,0
Lesão corporal (art. 129),3552601,Tabapuã,3.709,-0.0386,0.754,Não significativo,0
Lesão corporal (art. 129),3552700,Tabatinga,7.042,0.5269,0.512,Não significativo,0
Lesão corporal (art. 129),3552809,Taboão da Serra,3.294,0.321,0.568,Não significativo,0
Lesão corporal (art. 129),3552908,Taciba,4.633,0.3358,0.008,Alto-Alto,0
Lesão corporal (art. 129),3553005,Taguaí,4.894,0.1816,0.27,Não significativo,0
Lesão corporal (art. 129),3553104,Taiaçu,5.108,-0.3917,0.072,Não significativo,0
Lesão corporal (art. 129),3553203,Taiúva,3.054,0.1435,0.754,Não significativo,0
Lesão corporal (art. 129),3553302,Tambaú,5.085,-0.0325,0.918,Não significativo,0
Lesão corporal (art. 129),3553401,Tanabi,4.868,-0.0434,0.828,Não significativo,0
Lesão corporal (art. 129),3553500,Tapiraí,4.377,-0.0035,0.578,Não significativo,0
Lesão corporal (art. 129),3553609,Tapiratiba,3.385,0.0928,0.854,Não significativo,0
Lesão corporal (art. 129),3553658,Taquaral,4.964,-0.2496,0.196,Não significativo,0
Lesão corporal (art. 129),3553708,Taquaritinga,5.262,-0.484,0.014,Alto-Baixo,0
Lesão corporal (art. 129),3553807,Taquarituba,6.037,0.1275,0.7,Não significativo,0
Lesão corporal (art. 129),3553856,Taquarivaí,4.945,-0.1104,0.75,Não significativo,0
Lesão corporal (art. 129),3553906,Tarabai,3.825,-0.3601,0.054,Não significativo,0
Lesão corporal (art. 129),3553955,Tarumã,3.629,-0.1401,0.47,Não significativo,0
Lesão corporal (art. 129),3554003,Tatuí,3.841,0.2405,0.024,Baixo-Baixo,0
Lesão corporal (art. 129),3554102,Taubaté,3.842,0.2089,0.07,Não significativo,0
Lesão corporal (art. 129),3554201,Tejupá,4.604,0.0825,0.216,Não significativo,0
Lesão corporal (art. 129),3554300,Teodoro Sampaio,7.126,0.0655,0.824,Não significativo,0
Lesão corporal (art. 129),3554409,Terra Roxa,2.91,-0.0933,0.728,Não significativo,0
Lesão corporal (art. 129),3554508,Tietê,1.991,0.6618,0.162,Não significativo,0
Lesão corporal (art. 129),3554607,Timburi,3.653,-0.1881,0.364,Não significativo,0
Lesão corporal (art. 129),3554656,Torre de Pedra,3.91,0.2659,0.068,Não significativo,0
Lesão corporal (art. 129),3554706,Torrinha,4.606,-0.005,0.99,Não significativo,0
Lesão corporal (art. 129),3554755,Trabiju,5.351,-0.1338,0.83,Não significativo,0
Lesão corporal (art. 129),3554805,Tremembé,2.99,0.73740000000000006,0.13,Não significativo,0
Lesão corporal (art. 129),3554904,Três Fronteiras,6.614,-0.4405,0.556,Não significativo,0
Lesão corporal (art. 129),3554953,Tuiuti,5.754,-0.5941,0.132,Não significativo,0
Lesão corporal (art. 129),3555000,Tupã,4.599,-0.0449,0.56,Não significativo,0
Lesão corporal (art. 129),3555109,Tupi Paulista,4.605,0.0433,0.528,Não significativo,0
Lesão corporal (art. 129),3555208,Turiúba,4.4,0.0114,0.262,Não significativo,0
Lesão corporal (art. 129),3555307,Turmalina,4.793,0.2604,0.05,Alto-Alto,0
Lesão corporal (art. 129),3555356,Ubarana,7.829,2.5792,0.058,Não significativo,0
Lesão corporal (art. 129),3555406,Ubatuba,5.894,-0.3699,0.528,Não significativo,1
Lesão corporal (art. 129),3555505,Ubirajara,4.482,0.072,0.096,Não significativo,0
Lesão corporal (art. 129),3555604,Uchoa,2.982,-0.0099,0.958,Não significativo,0
Lesão corporal (art. 129),3555703,União Paulista,6.238,0.6138,0.312,Não significativo,0
Lesão corporal (art. 129),3555802,Urânia,4.755,0.0845,0.404,Não significativo,0
Lesão corporal (art. 129),3555901,Uru,4.326,-0.0283,0.022,Baixo-Alto,0
Lesão corporal (art. 129),3556008,Urupês,5.966,0.5951,0.258,Não significativo,0
